tsid,time,y_PositiveDirection,y_NegativeDirection,lof,isof,ee
0,0.5360977395788414,97.74314769842645,149.3740067331713,1.0,1.0,0.0
0,0.5440991983785256,112.60632672970242,133.31851622505422,1.0,1.0,0.0
0,0.5521006571782098,92.47011056712093,143.53347718722182,1.0,1.0,0.0
0,0.560102115977894,104.3910584289827,133.15247225227682,1.0,1.0,0.0
0,0.5681035747775782,116.5832801662715,132.28189586807417,1.0,1.0,0.0
0,0.5761050335772624,100.8842006170204,148.27610341502753,1.0,1.0,0.0
0,0.5841064923769467,109.06354108489334,134.96263509596616,1.0,1.0,0.0
0,0.5921079511766308,95.0361765365254,141.14078703944483,1.0,1.0,0.0
0,0.600109409976315,107.92348677743708,135.3819452266521,1.0,1.0,0.0
0,0.6081108687759992,123.21596818645938,140.05148841564417,1.0,1.0,0.0
0,0.6161123275756835,100.03495581448492,152.7662083588233,1.0,1.0,0.0
0,0.6241137863753676,107.35343261709842,128.7150693644283,1.0,1.0,0.0
0,0.6321152451750518,98.44170101268674,147.0935376891356,1.0,1.0,0.0
0,0.640116703974736,105.15267896329418,144.27716780868772,1.0,1.0,0.0
0,0.6481181627744202,117.63628158318632,143.92796232813043,1.0,1.0,0.0
0,0.6561196215741044,100.42033895682569,150.8981618067734,1.0,1.0,0.0
0,0.6641210803737886,113.78725760453032,133.01488890564673,1.0,1.0,0.0
0,0.6721225391734729,101.0792454157927,141.3041742946226,1.0,1.0,0.0
0,0.680123997973157,107.10159232648768,152.56047109769617,1.0,1.0,0.0
0,0.6881254567728412,111.27712983817922,142.21781198509214,1.0,1.0,0.0
0,0.6961269155725254,97.1244866072693,154.12564328086634,1.0,1.0,0.0
0,0.7041283743722097,104.52175876624865,131.1613745745604,1.0,1.0,0.0
0,0.7121298331718938,110.0014476444217,134.83434137572618,1.0,1.0,0.0
0,0.720131291971578,109.06327719719245,143.16924575273717,1.0,1.0,0.0
0,0.7281327507712623,109.64603477701725,140.46384948245338,1.0,1.0,0.0
0,0.7361342095709464,94.41945604011848,148.02865010014685,1.0,1.0,0.0
0,0.7441356683706306,111.86458861515881,125.36782750885988,1.0,1.0,0.0
0,0.7521371271703148,112.9052311358525,138.54756289143495,1.0,1.0,0.0
0,0.7601385859699991,102.27364149197838,145.78829242022738,1.0,1.0,0.0
0,0.7681400447696832,112.40121312200421,126.78770689233673,1.0,1.0,0.0
0,0.7761415035693674,101.11892126728371,138.22661887035116,1.0,1.0,0.0
0,0.7841429623690517,107.53513524675319,125.05097491588307,1.0,1.0,0.0
0,0.7921444211687358,112.7104038924515,133.71516662708024,1.0,1.0,0.0
0,0.80014587996842,97.98864710043165,149.8179652626513,1.0,1.0,0.0
0,0.8081473387681042,112.23384941993376,127.93436001644804,1.0,1.0,0.0
0,0.8161487975677885,102.03296116920065,138.50367408759843,1.0,1.0,0.0
0,0.8241502563674726,108.86170280302844,126.12658300795408,1.0,1.0,0.0
0,0.8321517151671568,112.26845412448714,139.17599580760094,1.0,1.0,0.0
0,0.8401531739668411,98.49576990757126,141.12107126992157,1.0,1.0,0.0
0,0.8481546327665253,110.91897548563861,135.39000349878268,1.0,1.0,0.0
0,0.8561560915662094,97.95159075081754,139.6605216359246,1.0,1.0,0.0
0,0.8641575503658936,103.24241550336977,140.0087932605787,1.0,1.0,0.0
0,0.8721590091655779,110.38228745407919,138.9173837430438,1.0,1.0,0.0
0,0.880160467965262,98.30397483969587,149.53510007630516,1.0,1.0,0.0
0,0.8881619267649462,112.13281811127425,133.27976548209773,1.0,1.0,0.0
0,0.8961633855646305,107.0738857274538,146.7827651526747,1.0,1.0,0.0
0,0.9041648443643147,112.04924963599002,140.7110470799375,1.0,1.0,0.0
0,0.9121663031639988,121.87121676542947,143.01273965095453,1.0,1.0,0.0
0,0.920167761963683,104.23486251538131,143.06520121647534,1.0,1.0,0.0
0,0.9281692207633673,118.62821872336934,140.07659154578695,1.0,1.0,0.0
0,0.9361706795630514,108.19591235690807,140.68429401178045,1.0,1.0,0.0
0,0.9441721383627356,109.74484024030066,151.65461669543697,1.0,1.0,0.0
0,0.9521735971624198,118.42795939014412,141.19802979801494,1.0,1.0,0.0
0,0.9601750559621041,101.19361791115898,150.9325422160477,1.0,1.0,0.0
0,0.9681765147617882,111.12454775215382,135.70019905281458,1.0,1.0,0.0
0,0.9761779735614724,117.90147606492845,142.5271253770598,1.0,1.0,0.0
0,0.9841794323611567,106.67895811198339,154.75841651102402,1.0,1.0,0.0
0,0.9921808911608408,114.12257637700922,141.21574579077293,1.0,1.0,0.0
0,1.0001823499605251,98.24713269394934,149.40835984643073,1.0,1.0,0.0
0,1.0081838087602093,111.88006157653126,136.07957655493118,1.0,1.0,0.0
0,1.0161852675598935,117.17183649774799,139.9617267960821,1.0,1.0,0.0
0,1.0241867263595776,109.69118746280967,150.80979891442547,1.0,1.0,0.0
0,1.0321881851592618,113.60772358090281,140.5029530784409,1.0,1.0,0.0
0,1.040189643958946,102.24852408514339,138.563465260864,1.0,1.0,1.0
0,1.0481911027586301,117.23313320399771,128.6072854373419,1.0,1.0,1.0
0,1.0561925615583145,118.94296615077279,142.1532773162171,1.0,1.0,1.0
0,1.0641940203579987,96.67247130117859,154.01874672418035,1.0,1.0,1.0
0,1.0721954791576829,115.32550080903601,135.1360594456626,1.0,1.0,1.0
0,1.080196937957367,105.72132025196181,135.94786154644828,1.0,1.0,1.0
0,1.0881983967570512,115.43926832031563,144.16416464652423,1.0,1.0,1.0
0,1.0961998555567354,118.07352690182759,142.68079046875934,1.0,1.0,1.0
0,1.1042013143564195,96.0697809587306,151.82720433332176,1.0,1.0,1.0
0,1.112202773156104,110.75900378158484,134.05115399619407,1.0,1.0,1.0
0,1.120204231955788,107.97780304355362,143.65887624349335,1.0,1.0,1.0
0,1.1282056907554723,114.97057839045904,144.90724936973743,1.0,1.0,1.0
0,1.1362071495551564,123.47424494606689,140.35697887030716,1.0,1.0,1.0
0,1.1442086083548406,104.15071360910945,147.29115056357668,1.0,1.0,1.0
0,1.1522100671545248,111.87633316598989,134.0230497649749,1.0,1.0,1.0
0,1.160211525954209,100.23336910543355,145.1680696749976,1.0,1.0,1.0
0,1.1682129847538933,112.83319315453967,146.37927423188123,1.0,1.0,1.0
0,1.1762144435535775,122.27967213471737,139.45692511504672,1.0,1.0,1.0
0,1.1842159023532617,89.27615512924497,147.78060439993615,1.0,1.0,1.0
0,1.1922173611529459,112.88932177794338,127.92789567415156,1.0,1.0,1.0
0,1.20021881995263,116.6914966493098,139.82916393133084,1.0,1.0,1.0
0,1.2082202787523142,104.18889897148769,151.07454052959204,1.0,1.0,1.0
0,1.2162217375519984,123.92001627175634,130.3677818016564,1.0,1.0,1.0
0,1.2242231963516828,107.06345866502109,148.77189886776267,1.0,1.0,1.0
0,1.232224655151367,105.1924970807914,134.80793012130388,1.0,1.0,1.0
0,1.240226113951051,112.70585099743055,131.1832535193736,1.0,1.0,1.0
0,1.2482275727507353,105.76931762128643,143.62486818265612,1.0,1.0,1.0
0,1.2562290315504194,113.45067953427908,135.7053438269049,1.0,1.0,1.0
0,1.2642304903501036,97.85995692148913,143.9023671780063,1.0,1.0,1.0
0,1.2722319491497878,105.62010717427403,136.42229783422903,1.0,1.0,1.0
0,1.280233407949472,108.40736858837836,140.43025034339155,1.0,1.0,1.0
0,1.2882348667491563,104.12089343251859,153.66414379806304,1.0,1.0,1.0
0,1.2962363255488405,108.07812830329297,135.48110854066735,1.0,1.0,1.0
0,1.3042377843485247,92.39730209372615,152.93990488683704,1.0,1.0,1.0
0,1.3122392431482088,104.90798808260126,141.6832577313649,1.0,1.0,1.0
0,1.320240701947893,118.36475699667706,141.9071776229817,1.0,1.0,1.0
0,1.3282421607475772,94.63243998716392,164.63233677165798,1.0,1.0,1.0
0,1.3362436195472613,110.89091575103242,140.02247857274875,1.0,1.0,1.0
0,1.3442450783469457,100.69735133728084,148.44222895667,1.0,1.0,1.0
0,1.35224653714663,108.88391369378101,140.28693002339395,1.0,1.0,1.0
0,1.360247995946314,117.50830245547547,143.20483757604376,1.0,1.0,1.0
0,1.3682494547459982,96.31171876801704,157.77732481362128,1.0,1.0,1.0
0,1.3762509135456824,113.92579498348593,130.9204860983532,1.0,1.0,1.0
0,1.3842523723453666,113.39731008331178,145.3845535023858,1.0,1.0,1.0
0,1.3922538311450507,111.62637030079583,141.48564531709854,1.0,1.0,1.0
0,1.4002552899447351,121.78544622581038,140.32156359063066,1.0,1.0,1.0
0,1.4082567487444193,99.45943824116844,150.82933047691995,1.0,1.0,1.0
0,1.4162582075441035,119.79218466236796,134.38190691780022,1.0,1.0,1.0
0,1.4242596663437876,113.97707463022685,142.9422333843349,1.0,1.0,1.0
0,1.4322611251434718,113.77141888045206,153.19533811364784,1.0,1.0,1.0
0,1.440262583943156,122.8098256616999,136.987006756755,1.0,1.0,1.0
0,1.4482640427428402,107.87571256260884,150.37976155372115,1.0,1.0,1.0
0,1.4562655015425245,117.20459510907715,133.59438469690903,1.0,1.0,1.0
0,1.4642669603422087,114.02386926744863,143.45215543347763,1.0,1.0,1.0
0,1.4722684191418929,103.73399572472614,147.58352230598476,1.0,1.0,1.0
0,1.480269877941577,115.19013384159312,138.4264474350925,1.0,1.0,1.0
0,1.4882713367412612,97.78275306055455,149.21041021179605,1.0,1.0,1.0
0,1.4962727955409454,108.03223396841697,131.8327034925187,1.0,1.0,1.0
0,1.5042742543406296,112.46310423738446,140.45907494771413,1.0,1.0,1.0
0,1.512275713140314,101.20291664557503,146.1343424838416,1.0,1.0,1.0
0,1.5202771719399981,116.43829971228605,123.70456898802493,1.0,1.0,1.0
0,1.5282786307396823,95.61443832990734,143.53381699100692,1.0,1.0,1.0
0,1.5362800895393665,103.24442296711243,131.63305452363988,1.0,1.0,1.0
0,1.5442815483390506,115.67195825120412,140.6250756144974,1.0,1.0,1.0
0,1.5522830071387348,100.07462052000933,149.66989621733254,1.0,1.0,1.0
0,1.560284465938419,115.47388951461407,127.58845855253008,1.0,1.0,1.0
0,1.5682859247381034,101.99557324156187,143.8474486935363,1.0,1.0,1.0
0,1.5762873835377875,104.66855810389055,141.3706388641915,1.0,1.0,1.0
0,1.5842888423374717,119.80004188085557,140.10310565829445,1.0,1.0,1.0
0,1.5922903011371559,99.21854052172863,155.793522130759,1.0,1.0,1.0
0,1.60029175993684,114.16930180354173,134.2509779200373,1.0,1.0,1.0
0,1.6082932187365242,107.97402112470395,137.35333762722155,1.0,1.0,1.0
0,1.6162946775362084,110.29899194367196,137.7673841074734,1.0,1.0,1.0
0,1.6242961363358928,123.92628684232058,141.58219724221124,1.0,1.0,1.0
0,1.632297595135577,96.11122072545564,149.18549374500546,1.0,1.0,1.0
0,1.640299053935261,117.9505069030897,126.93043294558277,1.0,1.0,1.0
0,1.6483005127349453,114.69815538159489,136.92662914175799,1.0,1.0,1.0
0,1.6563019715346294,114.31553747475263,141.09666580115783,1.0,1.0,1.0
0,1.6643034303343136,121.18602690419475,133.63604527308277,1.0,1.0,1.0
0,1.6723048891339978,97.56851018375863,142.20805556353343,1.0,1.0,1.0
0,1.6803063479336822,115.24410148773441,125.25316670000052,1.0,1.0,1.0
0,1.6883078067333663,118.53010693496627,129.7452343734468,1.0,1.0,1.0
0,1.6963092655330505,118.18005836896496,144.16912132272512,1.0,1.0,1.0
0,1.7043107243327347,121.30091295217228,129.17329244544612,1.0,1.0,1.0
0,1.7123121831324188,98.34980188302116,134.1883201427097,1.0,1.0,1.0
0,1.720313641932103,117.03353123308027,126.75089563802908,1.0,1.0,1.0
0,1.7283151007317872,117.47253617466642,135.0129361218814,1.0,1.0,1.0
0,1.7363165595314716,108.7224087395531,143.92938804295417,1.0,1.0,1.0
0,1.7443180183311557,121.38318962351671,129.31997795463096,1.0,1.0,1.0
0,1.75231947713084,103.30341085866972,137.7778445361368,1.0,1.0,1.0
0,1.760320935930524,116.38750812014571,128.49097374593674,1.0,1.0,1.0
0,1.7683223947302082,124.72472430383043,133.07348393873605,1.0,1.0,1.0
0,1.7763238535298924,104.26279307143959,145.52150179751354,1.0,1.0,1.0
0,1.7843253123295766,119.33630224350817,132.59852481303417,1.0,1.0,1.0
0,1.792326771129261,108.07880988622014,142.9903005404217,1.0,1.0,1.0
0,1.8003282299289451,116.32855655893455,137.62535961285903,1.0,1.0,1.0
0,1.8083296887286293,128.09098811315738,144.26159816236915,1.0,1.0,1.0
0,1.8163311475283135,104.44130277162556,153.78691904774954,1.0,1.0,1.0
0,1.8243326063279977,120.27839899794893,132.41572437575238,1.0,1.0,1.0
0,1.8323340651276818,112.8356234411557,151.34093579388357,1.0,1.0,1.0
0,1.840335523927366,108.37835882947174,149.61485374835152,1.0,1.0,1.0
0,1.8483369827270502,125.9104835377992,142.89581380104653,1.0,1.0,1.0
0,1.8563384415267346,98.64413480716415,161.825316961286,1.0,1.0,1.0
0,1.8643399003264187,107.62155243635819,125.96292113556763,1.0,1.0,1.0
0,1.8723413591261029,108.65164617471821,134.54987249972356,1.0,1.0,1.0
0,1.880342817925787,98.86895536801698,135.1953329683118,1.0,1.0,1.0
0,1.8883442767254712,115.83772104832804,136.26165026510978,1.0,1.0,1.0
0,1.8963457355251554,91.26804319755934,144.1233745876342,1.0,1.0,1.0
0,1.9043471943248396,109.5255716064249,131.75863026878818,1.0,1.0,1.0
0,1.912348653124524,115.3408577458402,131.63549631138125,1.0,1.0,1.0
0,1.9203501119242081,106.28477586071021,141.01407881792792,1.0,1.0,1.0
0,1.9283515707238923,116.67562924051518,132.578859907803,1.0,1.0,1.0
0,1.9363530295235765,96.15744690426973,139.6235441131655,1.0,1.0,1.0
0,1.9443544883232606,111.38157941685641,127.9756706349857,1.0,1.0,1.0
0,1.9523559471229448,116.12094479811705,133.1505696439292,1.0,1.0,1.0
0,1.960357405922629,104.11668120117858,140.1821042065672,1.0,1.0,1.0
0,1.9683588647223134,123.4278226771127,126.70625483986612,1.0,1.0,1.0
0,1.9763603235219975,100.11768041817326,141.31951543932024,1.0,1.0,1.0
0,1.9843617823216817,113.9793181108594,122.32721152097625,1.0,1.0,1.0
0,1.9923632411213659,124.38183050565793,127.31971657938755,1.0,1.0,1.0
0,2.0003646999210503,101.44775992641792,144.41637912342537,1.0,1.0,1.0
0,2.0083661587207344,114.68288044406502,124.0409463869884,1.0,1.0,1.0
0,2.0163676175204186,104.80192961205303,132.02877814016665,1.0,1.0,1.0
0,2.0243690763201028,108.49623566974645,126.36530284377898,1.0,1.0,1.0
0,2.032370535119787,119.76573286147847,132.69750948545285,1.0,1.0,1.0
0,2.040371993919471,98.27158777144771,139.57745219659466,1.0,1.0,1.0
0,2.0483734527191553,106.68259735835784,125.07711988383949,1.0,1.0,1.0
0,2.0563749115188394,105.08624191399733,135.9757032017487,1.0,1.0,1.0
0,2.0643763703185236,107.50718986811714,136.27925281622774,1.0,1.0,1.0
0,2.072377829118208,121.90382712045657,128.28227947311984,1.0,1.0,1.0
0,2.080379287917892,102.2827611985728,140.5313972056481,0.0,1.0,0.0
0,2.088380746717576,107.77944805450457,118.5780887810511,0.0,1.0,0.0
0,2.0963822055172603,111.4577776142853,132.6693032057276,0.0,1.0,0.0
0,2.1043836643169445,108.80931958743554,132.37645625801986,0.0,1.0,0.0
0,2.112385123116629,119.22885119265318,129.98475744432733,0.0,1.0,0.0
0,2.1203865819163132,96.09880634709575,137.3863164231398,0.0,1.0,0.0
0,2.1283880407159974,110.49383552366368,120.38506546352829,0.0,1.0,0.0
0,2.1363894995156816,109.74393725008841,130.07702173721054,0.0,1.0,0.0
0,2.1443909583153657,102.1080068402794,142.17832046550058,0.0,1.0,0.0
0,2.15239241711505,107.03701633894867,129.1935270694561,0.0,1.0,0.0
0,2.160393875914734,98.28442919394621,138.09471920468823,0.0,1.0,0.0
0,2.1683953347144183,110.5481085405647,123.87507504835415,0.0,1.0,0.0
0,2.1763967935141024,113.08741835453401,133.72713866781945,0.0,1.0,0.0
0,2.1843982523137866,99.54723062712306,135.58700845256988,0.0,1.0,0.0
0,2.1923997111134708,109.56071519777531,129.74275785763507,0.0,1.0,0.0
0,2.200401169913155,85.044152814961,144.25218126718872,0.0,1.0,0.0
0,2.208402628712839,113.81981439124718,125.27438689259833,0.0,1.0,0.0
0,2.2164040875125233,115.0535077926971,135.64801908057498,0.0,1.0,0.0
0,2.224405546312208,97.67033996422957,153.125100862629,0.0,1.0,0.0
0,2.232407005111892,111.9722159129761,128.77923650337624,0.0,1.0,0.0
0,2.240408463911576,99.0651126036809,142.4616475403003,0.0,1.0,0.0
0,2.2484099227112604,103.29918340558338,135.90704179083878,0.0,1.0,0.0
0,2.2564113815109446,116.19816719185737,132.94165470750085,0.0,1.0,0.0
0,2.2644128403106287,102.99778233183997,148.41558132479625,0.0,1.0,0.0
0,2.272414299110313,106.89947784840784,131.18006512061098,0.0,1.0,0.0
0,2.280415757909997,101.71349442416597,137.23498497801543,0.0,1.0,0.0
0,2.2884172167096812,109.67809491148974,130.4216439400009,0.0,1.0,0.0
0,2.2964186755093654,116.44252748746457,128.4495740574361,0.0,1.0,0.0
0,2.3044201343090496,96.03146398427923,145.1532654831946,0.0,1.0,0.0
0,2.3124215931087337,101.14420323597939,120.75523348122266,0.0,1.0,0.0
0,2.320423051908418,100.59270365457246,132.31703052320316,0.0,1.0,0.0
0,2.328424510708102,100.63285767782507,130.03412274332405,0.0,1.0,0.0
0,2.3364259695077867,114.20694763160346,123.41582344430714,0.0,1.0,0.0
0,2.344427428307471,92.00011950484596,136.29434060970158,0.0,1.0,0.0
0,2.352428887107155,103.1811842342775,122.2784686998921,0.0,1.0,0.0
0,2.360430345906839,99.63000622443566,131.64657350947672,0.0,1.0,0.0
0,2.3684318047065234,98.91539943207671,136.33522579472285,0.0,1.0,0.0
0,2.3764332635062075,121.5797230711091,122.5753078665953,0.0,1.0,0.0
0,2.3844347223058917,100.13341951499486,134.05291384259306,0.0,1.0,0.0
0,2.392436181105576,103.52374864706401,118.64825622705317,0.0,1.0,0.0
0,2.40043763990526,111.06094151336349,122.60134515141729,0.0,1.0,0.0
0,2.408439098704944,97.29103620647122,129.55473801295042,0.0,1.0,0.0
0,2.4164405575046284,108.07678421550067,121.94066714389433,0.0,1.0,0.0
0,2.4244420163043126,87.30944041970531,131.14574439400226,0.0,1.0,0.0
0,2.4324434751039967,103.22855685004627,120.87931532963205,0.0,1.0,0.0
0,2.440444933903681,103.21884678274803,134.12390688889883,0.0,1.0,0.0
0,2.4484463927033655,89.86346839118205,141.65096995555555,0.0,1.0,0.0
0,2.4564478515030497,108.24734720985205,122.05076481305309,0.0,1.0,0.0
0,2.464449310302734,85.91925924718535,142.31874481520873,0.0,1.0,0.0
0,2.472450769102418,99.3175132240939,128.20084517462791,0.0,1.0,0.0
0,2.480452227902102,108.96093580226326,134.34027534370392,0.0,1.0,0.0
0,2.4884536867017863,93.30195579611981,146.75319698359192,0.0,1.0,0.0
0,2.4964551455014705,109.55466504863345,127.4028253185175,0.0,1.0,0.0
0,2.5044566043011547,99.85310699048048,150.85141989258693,0.0,1.0,0.0
0,2.512458063100839,104.26987221460561,138.51975535123248,0.0,1.0,0.0
0,2.520459521900523,109.957905714293,139.10650222983872,0.0,1.0,0.0
0,2.528460980700207,99.06912815194868,153.99943140809648,0.0,1.0,0.0
0,2.5364624394998914,109.20783215590014,140.23483812303448,0.0,1.0,0.0
0,2.5444638982995755,101.83503282810108,146.1251517777425,0.0,1.0,0.0
0,2.5524653570992597,105.26070929151653,139.12035684263296,0.0,1.0,0.0
0,2.560466815898944,116.35447969695578,137.4608978593802,0.0,1.0,0.0
0,2.5684682746986285,95.79951473636244,152.10710787409067,0.0,1.0,0.0
0,2.5764697334983127,106.67381096437428,132.2210260842131,0.0,1.0,0.0
0,2.584471192297997,106.30073075015532,137.61366350721684,0.0,1.0,0.0
0,2.592472651097681,102.05291139532365,140.96219545014313,0.0,1.0,0.0
0,2.600474109897365,114.13909598415005,131.62270262636034,0.0,1.0,0.0
0,2.6084755686970493,96.67309136895885,142.29232399792062,0.0,1.0,0.0
0,2.6164770274967335,103.14528328446649,127.73749020538341,0.0,1.0,0.0
0,2.6244784862964177,104.13404288405899,133.17106432898282,0.0,1.0,0.0
0,2.632479945096102,97.06980463395313,142.24211812345175,0.0,1.0,0.0
0,2.640481403895786,117.16888316705723,131.6193988221609,0.0,1.0,0.0
0,2.64848286269547,91.941010581188,140.17238973836962,0.0,1.0,0.0
0,2.6564843214951543,105.09622051142371,116.22750390855609,0.0,1.0,0.0
0,2.6644857802948385,107.03005591627574,135.41611247610336,0.0,1.0,0.0
0,2.6724872390945227,94.17353752700366,141.12354544315588,0.0,1.0,0.0
0,2.6804886978942073,111.79293375894574,123.76698506202325,0.0,1.0,0.0
0,2.6884901566938915,96.45887637045743,143.2298195023301,0.0,1.0,0.0
0,2.6964916154935756,103.03411269875274,127.20160409723718,0.0,1.0,0.0
0,2.70449307429326,108.5488417049866,128.4454249020898,0.0,1.0,0.0
0,2.712494533092944,94.36198997155695,144.18229089768687,0.0,1.0,0.0
0,2.720495991892628,101.53336834019832,132.60698629153742,0.0,1.0,0.0
0,2.7284974506923123,88.3843688032256,136.38502637981694,0.0,1.0,0.0
0,2.7364989094919965,106.96928844582416,124.80927660571871,0.0,1.0,0.0
0,2.7445003682916806,105.1881180088795,139.53192921977873,0.0,1.0,0.0
0,2.752501827091365,89.22265744611873,149.2692901741016,0.0,1.0,0.0
0,2.760503285891049,102.71762188523478,125.71833304482013,0.0,1.0,0.0
0,2.768504744690733,94.84361972870013,136.3383394571003,0.0,1.0,0.0
0,2.7765062034904173,100.54650014330697,138.0105890101637,0.0,1.0,0.0
0,2.7845076622901015,107.0368895035026,133.20920457499125,0.0,1.0,0.0
0,2.792509121089786,99.12488653855927,144.9042305934675,0.0,1.0,0.0
0,2.8005105798894703,103.25865730564699,130.9500277249809,0.0,1.0,0.0
0,2.8085120386891544,102.10883458458642,134.21164376285842,0.0,1.0,0.0
0,2.8165134974888386,101.41287897476302,138.0567636017127,0.0,1.0,0.0
0,2.824514956288523,105.30244493082992,140.21741456103615,0.0,1.0,0.0
0,2.832516415088207,91.96384165772407,156.66299954468616,0.0,1.0,0.0
0,2.840517873887891,103.23097111979938,131.72339533507508,0.0,1.0,0.0
0,2.8485193326875753,102.80694552142981,140.66019015758076,0.0,1.0,0.0
0,2.8565207914872595,96.52095068188927,146.11920542249695,0.0,1.0,0.0
0,2.8645222502869436,105.79892401631894,137.8897274933069,0.0,1.0,0.0
0,2.872523709086628,84.28369861854814,150.31203138219024,0.0,1.0,0.0
